,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn100_tv0.08_lb189),818.1726733693583,9.355379497775695,8.93713691680263,1.000864452707668,1.4007816146543595,-19.777676803916055,0.4730272210699335,622.0,-4.064140934473204,-7.8235082738533634,55.728093804468394
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
