date,momentum_tickers,qv_tickers
2000-08-31,SBAC;NVDA;INCY;VRTX;REGN;NTAP;DGX;LH;GLW;AMD;WAT;COR;TECH;ORCL;JKHY;PWR;BLK;TRMB;BIIB;UHS;AMT;HOLX;ADI;MU;VRSN,
2000-09-29,VRTX;REGN;NVDA;DGX;SBAC;NTAP;GLW;LH;WAT;COR;ADI;PWR;TRMB;MU;AMD;ORCL;GILD;INCY;BIIB;RVTY;AES;BLK;EOG;TDY;UHS,
2000-10-31,VRTX;DGX;LH;WAT;COR;NVDA;NTAP;ADBE;TDY;GLW;RVTY;EOG;REGN;CB;UHS;EG;BLK;CNP;SBAC;KMX;PAYX;DECK;AES;IVZ;STT,
2000-11-30,VRTX;LH;NVDA;TDY;DGX;EOG;KMX;CB;BLK;COR;DVA;RVTY;EG;NVR;ADBE;AJG;IVZ;JKHY;REGN;WRB;BIIB;CAH;LEN;TRV;PHM,
2000-12-29,DVA;COR;LH;DGX;CAH;UHS;KMX;EOG;CB;AJG;WRB;PHM;HIG;EG;TRV;L;TDY;UNH;PPL;ETR;NVR;FI;LMT;NI;ALL,
2001-01-31,DVA;LH;COR;DGX;VRTX;EOG;EG;NVR;ETR;PPL;MO;VTR;DHI;HSIC;UHS;WRB;CAH;AJG;HUM;BLK;PHM;CNP;L;OKE;NI,
2001-02-28,DVA;BIIB;COR;VRTX;LH;VTR;HSIC;MO;STE;RJF;LEN;DHI;KMX;EG;MET;DGX;OKE;PPL;NVR;MCK;L;UNH;PNC;PTC;EOG,
2001-03-30,DVA;NVR;VTR;HUM;LH;COR;BIIB;WRB;STE;RL;PPL;LEN;EG;MO;KMX;DHI;RMD;MCK;J;UHS;ROL;NI;RJF;BLK;BRO,
2001-04-30,DVA;NVR;VTR;KMX;WRB;HSIC;EG;LEN;PPL;L;HUM;PHM;DHI;ALL;MO;J;RL;TJX;NI;AEP;CNP;EXC;COR;MTB;STE,
2001-05-31,NVR;KMX;DVA;HSIC;L;MO;VTR;STE;PPL;TJX;RMD;PHM;J;DHI;BRO;SNPS;PGR;ADSK;LEN;CPRT;RL;VLO;YUM;WRB;EVRG,
2001-06-29,KMX;DVA;NVR;VTR;HSIC;J;PPL;TJX;STE;FCX;MO;COR;PGR;L;WRB;ETN;FICO;EG;ROST;ORLY;MTB;CTRA;ADM;DRI;CSX,
2001-07-31,KMX;DVA;VTR;FICO;CPRT;ORLY;NVR;SWK;HSIC;WM;ROST;GPC;CAT;MO;AZO;STE;CSX;LOW;PGR;ETN;RMD;NUE;RL;MHK;GWW,
2001-08-31,KMX;VTR;TSCO;FICO;MHK;ORLY;DVA;CPRT;EW;JBHT;RMD;ADSK;IFF;STZ;KLAC;WSM;AZO;NVR;SWK;ROST;LRCX;CSX;GPC;DHI;LOW,
2001-09-28,KMX;VTR;TSCO;BKNG;FICO;TTWO;LOW;NVR;WSM;BBY;DVA;MHK;JBHT;ROST;AZO;EBAY;STZ;RMD;KLAC;LRCX;GPC;FCX;SWK;IFF;BAC,
2001-10-31,KMX;BKNG;TSCO;TYL;VTR;AZO;ROST;BBY;WELL;BSX;LOW;BRO;NVDA;STZ;CPRT;WSM;J;ERIE;HAS;PNR;MHK;ADSK;GILD;EBAY;PSA,
2001-11-30,KMX;AZO;TYL;VTR;TSCO;GILD;NVDA;BRO;BKNG;CPRT;ACGL;BALL;VTRS;GPN;NEM;PGR;DRI;ERIE;ROST;WRB;WELL;HAS;NVR;YUM;SJM,
2001-12-31,KMX;FFIV;AZO;TYL;NVDA;TSCO;GILD;CPRT;HOLX;GPN;ORLY;BALL;BBY;BSX;EBAY;LOW;VTR;BKNG;VTRS;BRO;MHK;ACGL;PGR;IFF;FICO,
2002-01-31,FFIV;TYL;KMX;BKNG;AZO;TSCO;HOLX;BBY;NVDA;MHK;ORLY;GILD;GPN;EBAY;ISRG;CPRT;IT;ROST;BIIB;EQIX;BRO;ACGL;GEN;PGR;DLTR,
2002-02-28,FFIV;TYL;HOLX;TSCO;PCG;AZO;KMX;EQIX;ROST;GILD;MHK;BKNG;NVDA;BALL;BRO;WSM;GPN;ACGL;JBHT;TPR;DHI;LOW;NKE;DLTR;EIX,
2002-03-28,TSCO;HOLX;MHK;AZO;KMX;PCG;DHI;BALL;BRO;FFIV;NVR;ACGL;TYL;VTR;EFX;ROST;PCAR;DRI;LMT;ISRG;FDX;LEN;WRB;EIX;STZ,
2002-04-30,AXON;TSCO;HOLX;TYL;BALL;NVR;PCG;GEN;WDC;NTAP;MHK;AZO;KMX;LMT;BRO;DHI;FIS;AOS;JBHT;ACGL;FDX;DRI;IT;ROK;NOC,
2002-05-31,AXON;HOLX;TSCO;NVR;TYL;KMX;BALL;WTW;WDC;ACGL;HUM;AOS;ROST;PCG;LMT;LII;NOC;AZO;WRB;NEM;WSM;MHK;FCX;ALB;DHI,
2002-06-28,HOLX;TSCO;WSM;AXON;NVR;AMZN;AZO;AOS;GEN;DLTR;ACGL;LII;TYL;KMX;WTW;FCX;BALL;LMT;DHI;MHK;ALB;BRO;NOC;WRB;TPR,
2002-07-31,TSCO;TTWO;HOLX;WSM;CTSH;AMZN;JBHT;NVR;TPR;AOS;DLTR;RCL;LII;DHI;TYL;PHM;GEN;LEN;ALB;NTAP;ACGL;MHK;KMX;FCX;PNR,
2002-08-30,TSCO;CTSH;AMZN;LII;AOS;JBHT;NVR;RCL;TPR;ELV;WSM;STLD;HST;MGM;TTWO;ALB;BALL;MCO;STZ;SPG;PHM;FCX;REG;DHI;ODFL,
2002-09-30,TSCO;TTWO;AOS;CTSH;NVR;LII;STZ;TPR;LEN;NEM;BALL;MCO;ALB;LMT;DVN;MGM;JBHT;AMZN;NOC;APA;SO;WTW;ROST;FCX;^VIX,
2002-10-31,^VIX;TSCO;TTWO;BSX;NVR;ODFL;AOS;WTW;HSIC;AMZN;CTSH;BALL;ELV;NEM;STE;HAL;LII;AFL;LMT;DVN;TPR;UNH;MGM;ZBH;CRL,
2002-11-29,TSCO;CTSH;ODFL;BSX;CNC;^VIX;AMZN;NVR;TTWO;STE;INTU;IDXX;DVN;BG;LII;TAP;TPR;AZO;ZBH;MCO;SO;BALL;ALL;EA;ALB,
2002-12-31,TSCO;ODFL;BSX;CTSH;CNC;AMZN;TTWO;TPR;ROST;^VIX;WDC;CRL;INTU;AZO;ALB;HAL;LII;ZBRA;DOC;EBAY;BG;GRMN;IDXX;ROL;COO,
2003-01-31,ODFL;BSX;CTSH;TSCO;CNC;AMZN;TPR;ROL;EBAY;GRMN;^VIX;VTRS;CRL;INTU;IDXX;WSM;SJM;ROST;ZBH;REG;TTWO;PFG;JBHT;HAL;ECL,
2003-02-28,ODFL;BSX;^VIX;VTRS;ROL;EBAY;TSCO;WDC;AMZN;GEN;FICO;GRMN;QCOM;CTSH;ORCL;BG;IDXX;ZBH;CNC;SJM;TPR;INTU;TPL;GILD;HAL,
2003-03-31,ODFL;WDC;BSX;^VIX;ROL;ORCL;CTSH;EBAY;GRMN;VTRS;TPR;BALL;AMT;FICO;ZBH;ALGN;GEN;STE;AMZN;SYK;BG;APA;IDXX;EXPD;FFIV,
2003-04-30,WDC;ODFL;AMZN;AMT;ROL;ALGN;GLW;GRMN;CCI;FICO;AMGN;VTRS;EBAY;BSX;TPR;STE;ZBH;HAL;GILD;FFIV;IDXX;ZBRA;QCOM;OMC;BALL,
2003-05-30,GLW;ALGN;AMT;AES;CCI;WMB;AKAM;ODFL;WDC;GRMN;XEL;AMZN;SWKS;TPR;TRMB;VRSN;ROL;PWR;NFLX;AXON;HAL;EBAY;NTAP;PCAR;ADBE,
2003-06-30,CCI;AMT;AKAM;GLW;WDC;ALGN;WMB;AES;SBAC;ODFL;RVTY;NVDA;GRMN;AMZN;PWR;TPR;VRSN;PCAR;BBY;TRMB;NFLX;BSX;MTCH;EBAY;ADBE,
2003-07-31,AMT;AKAM;GLW;ALGN;CCI;WMB;PWR;SBAC;AXON;NFLX;VRSN;AES;RVTY;TRMB;NVDA;BKNG;WDC;ON;AMZN;NTAP;GRMN;LRCX;FFIV;EBAY;BBY,
2003-08-29,SBAC;ALGN;AMT;AXON;AES;WMB;AKAM;GLW;CCI;NFLX;URI;RVTY;BKNG;ON;DECK;TRMB;FCX;KMX;PWR;AMZN;ODFL;CMI;BBY;FFIV;HAS,
2003-09-30,AXON;SBAC;BKNG;WMB;ALGN;AES;NFLX;AMT;CCI;PWR;DECK;AKAM;ON;ODFL;AMZN;KMX;FCX;RVTY;TRMB;BBY;JBHT;GLW;PCAR;URI;HUM,
2003-10-31,SBAC;AXON;ALGN;EQIX;NFLX;WMB;DECK;BKNG;ON;AMT;CCI;STX;AMZN;GLW;AKAM;PWR;AES;BBY;NTAP;LRCX;KMX;RVTY;WDC;DHI;EVRG,
2003-11-28,AXON;SBAC;AKAM;EQIX;ALGN;NFLX;BKNG;ON;CCI;DECK;WMB;AMD;GLW;STX;AES;AMZN;LRCX;RVTY;NTAP;PWR;AMT;TSCO;TPR;CTSH;BBY,
2003-12-31,AXON;AKAM;EQIX;SBAC;ON;DECK;ALGN;AMD;NFLX;CCI;TSCO;FCX;AES;DHI;LRCX;TYL;WMB;HUM;KMX;RCL;PWR;AMZN;TER;NTAP;BKNG,
2004-01-30,AXON;EQIX;AKAM;ON;DECK;NFLX;SBAC;LRCX;TYL;ALGN;FCX;HUM;AES;INCY;RCL;TSCO;REGN;AMD;CPRT;F;DHI;PWR;CTSH;MNST;A,
2004-02-27,AXON;EQIX;ON;AKAM;DECK;NFLX;CTSH;SBAC;TYL;INCY;FFIV;ALGN;PWR;REGN;MNST;GLW;RCL;TER;A;URI;MSI;HUM;FCX;RVTY;CPRT,
2004-03-31,AXON;AKAM;DECK;ON;EQIX;MNST;NFLX;CTSH;MSI;RCL;AMD;CPRT;WYNN;TYL;ADSK;VTR;FFIV;GEN;ALGN;FCX;DVA;INCY;TSCO;GLW;STLD,
2004-04-30,AXON;EQIX;DECK;MNST;ON;AKAM;NFLX;AMD;CPRT;GEN;TYL;FFIV;MOS;WYNN;ADSK;RCL;MSI;VTR;DHI;CTSH;QCOM;PHM;STLD;DVA;TSN,
2004-05-28,AXON;DECK;MNST;AKAM;WYNN;ADSK;MSI;CPRT;AMD;NFLX;GEN;TYL;DVA;VLO;BIIB;MOS;QCOM;ZBH;TSN;ON;WMB;PHM;TPR;CME;STLD,
2004-06-30,AXON;MNST;AKAM;DECK;CPRT;WYNN;ADSK;NFLX;MSI;TSN;INCY;BIIB;VLO;CME;EQIX;ALGN;ZBH;QCOM;EBAY;IDXX;MOH;MOS;STLD;NDSN;PHM,
2004-07-30,AXON;MNST;AKAM;DECK;ADSK;CPRT;CME;NFLX;WYNN;MOS;VLO;STLD;BIIB;EQIX;TRMB;CSGP;QCOM;ZBRA;WAT;PNR;TPR;EBAY;HOLX;NUE;CTRA,
2004-08-31,MNST;AXON;DECK;ADSK;MOS;CME;VLO;CPRT;AKAM;CTRA;WYNN;EQIX;STLD;BIIB;EOG;PNR;NUE;NDSN;DVN;CMI;QCOM;ISRG;BKR;BG;JCI,
2004-09-30,MNST;MOS;AXON;CME;ADSK;CPRT;QCOM;DECK;AAPL;TPL;ISRG;WYNN;VLO;EBAY;BIIB;CTRA;PNR;SBAC;CMI;STLD;BLK;MOH;OXY;GEN;BRO,
2004-10-29,MNST;AXON;CME;ADSK;SBAC;WYNN;AAPL;MOS;VLO;TPL;BIIB;STLD;NUE;GEN;DECK;CNC;CMI;PNR;CTRA;QCOM;LHX;ISRG;EOG;COO;INCY,
2004-11-30,MNST;AAPL;ADSK;SBAC;CME;WYNN;AXON;DECK;TPL;ISRG;PNR;VLO;NSC;AMT;STLD;CNC;NUE;EXPD;JBHT;EBAY;VRSN;ADBE;GEN;BG;SBUX,
2004-12-31,AAPL;MNST;ADSK;CME;SBAC;AXON;ISRG;VRSN;DECK;EBAY;ADBE;CTSH;NSC;CNC;WMB;TPL;NRG;EOG;NUE;ROK;ODFL;SBUX;AMT;CMI;NTAP,
2005-01-31,SBAC;MNST;ADSK;AAPL;ISRG;CME;TPL;VRSN;WYNN;DECK;CTSH;NUE;NVR;NSC;CNC;WMB;SBUX;NRG;AES;EBAY;AMT;JBHT;HUM;VLO;MOH,
2005-02-28,MNST;AAPL;ISRG;SBAC;HUM;TPL;CNC;NUE;CME;NVR;ROK;HOLX;CTSH;ADSK;FFIV;AES;WMB;VLO;NTAP;TDY;NRG;WYNN;MGM;BG;GRMN,
2005-03-31,AAPL;ISRG;SBAC;TPL;CTSH;VLO;HUM;NUE;MNST;CNC;AES;NRG;WYNN;FFIV;ROK;HOLX;NVR;TDY;MGM;EOG;STLD;CME;DECK;ADSK;OXY,
2005-04-29,AAPL;ISRG;MNST;TPL;VLO;SBAC;HUM;FFIV;CTSH;CBRE;WYNN;AES;EOG;NDAQ;NVR;WMB;NUE;CNC;UNH;OXY;TDY;ROK;DRI;ADM;MGM,
2005-05-31,MNST;NDAQ;TPL;AAPL;HUM;ISRG;CBRE;VLO;HOLX;WDC;AES;FFIV;ADSK;SBAC;MGM;ELV;STX;EOG;CTSH;CME;CNC;PEG;VRSN;NVR;UNH,
2005-06-30,GOOGL;GOOG;NDAQ;MNST;NVDA;AAPL;SBAC;VLO;FFIV;TPL;HOLX;HUM;ISRG;CBRE;WDC;STX;MGM;VRSN;CME;EOG;ADSK;CTSH;ELV;CNC;GPN,
2005-07-29,MNST;NDAQ;GOOGL;GOOG;HOLX;HUM;VLO;SBAC;AAPL;CBRE;ISRG;CME;NVDA;TPL;MCK;EOG;AES;VRTX;BG;ELV;MGM;WMB;TPR;CMS;CNC,
2005-08-31,MNST;NDAQ;ISRG;HOLX;HUM;NFLX;VLO;LKQ;TPL;EOG;CBRE;ELV;NVDA;CI;DHI;WMB;WDC;CMS;MCK;GLW;CME;DLR;PHM;HAL;LII,
2005-09-30,NDAQ;MNST;VLO;ISRG;HOLX;EOG;NFLX;TPL;HUM;GLW;VRTX;HAL;COP;CBRE;DVN;LKQ;GOOG;GOOGL;PHM;CMS;SBAC;PEG;NVDA;CI;DLR,
2005-10-31,VLO;MNST;NDAQ;VRTX;EOG;NFLX;HOLX;ISRG;DVN;HAL;CTRA;AAPL;SBAC;COP;HUM;GLW;WMB;PWR;CMS;RMD;CME;GOOGL;GOOG;EIX;APA,
2005-11-30,NDAQ;MNST;NFLX;VRTX;ISRG;CRM;CME;GOOG;GOOGL;VLO;GLW;EOG;LKQ;REGN;SBAC;MPWR;CCI;ADSK;GPN;TECH;HOLX;PWR;AON;DPZ;HPQ,
2005-12-30,NDAQ;MNST;NFLX;ISRG;VRTX;GOOG;GOOGL;MPWR;SBAC;HOLX;CRM;PWR;CME;REGN;AKAM;GLW;LKQ;CCI;AAPL;DLR;MSI;EOG;AMD;GPN;AON,
2006-01-31,NDAQ;REGN;VRTX;MNST;ISRG;NFLX;HOLX;GOOG;GOOGL;CRM;SBAC;CME;AMD;AAPL;GLW;LKQ;PWR;CBRE;HUM;MPWR;CCI;DLR;AON;NVDA;A,
2006-02-28,VRTX;ISRG;NDAQ;MNST;CRM;AMD;HOLX;REGN;SBAC;NFLX;LKQ;ON;MPWR;NVDA;AAPL;CME;HAL;GOOGL;GOOG;SLB;FCX;CCI;AKAM;DLR;VLO,
2006-03-31,VRTX;REGN;MNST;HOLX;NDAQ;AMD;MPWR;SBAC;CBRE;CME;AKAM;DLR;BLK;ISRG;STLD;CRM;NFLX;SLB;NVDA;CCI;AAPL;GRMN;WRB;AMT;URI,
2006-04-28,MNST;HOLX;ISRG;NUE;AKAM;STLD;NVDA;VRTX;NDAQ;AOS;MPWR;AMD;REGN;CBRE;GRMN;PWR;BLK;CRM;NFLX;NSC;AAPL;EXPD;CHRW;FCX;TKO,
2006-05-31,MNST;NVDA;AKAM;DXCM;VRTX;NUE;STLD;HOLX;MPWR;ADM;URI;ISRG;CBRE;SLB;BLK;LRCX;AON;AAPL;FCX;AOS;AMD;NDSN;VLO;SBAC;GRMN,
2006-06-30,MNST;AKAM;LVS;NUE;STLD;ADM;MPWR;VRTX;EXPD;URI;REGN;DXCM;GRMN;BLK;HOLX;CME;CBRE;DECK;SBAC;AOS;ISRG;CSX;EQIX;NVDA;CRM,
2006-07-31,MNST;AKAM;LVS;STLD;EXPD;NUE;VRTX;ADM;CHRW;SBAC;HOLX;AOS;ODFL;WYNN;URI;GRMN;BLK;DECK;LRCX;BKNG;WDC;SBUX;SLB;MOH;CSX,
2006-08-31,MNST;DECK;AKAM;STLD;LVS;NUE;ADM;MOH;TRMB;WST;SBAC;CTSH;GRMN;IVZ;HOLX;STX;MRK;DLR;PWR;BXP;LKQ;SLB;ALB;URI;NVDA,
2006-09-29,AKAM;ICE;DECK;ADM;GRMN;LVS;WST;NVDA;STLD;IVZ;ALB;TRMB;NUE;TYL;EQIX;CTSH;OKE;MRK;REGN;MNST;UDR;ESS;SBAC;BKNG;MOH,
2006-10-31,AKAM;ICE;ALGN;LVS;BKNG;DECK;ADM;MNST;WST;LYV;NVDA;KMX;OKE;CTSH;NUE;TYL;EQIX;ORCL;DLR;CMCSA;IVZ;BXP;APH;GRMN;T,
2006-11-30,AKAM;BKNG;ALGN;DECK;OKE;ICE;LVS;ORCL;NVDA;CMCSA;NUE;CTSH;EQIX;ALB;TYL;KMX;GRMN;MRK;MNST;PWR;CSX;BXP;WST;STLD;ESS,
2006-12-29,AKAM;LVS;ICE;ALB;BKNG;ALGN;DECK;WST;NVDA;ORCL;CMCSA;OKE;EQIX;KMX;ES;WYNN;TYL;PCAR;SHW;MGM;NUE;DOC;BXP;GRMN;CTSH,
2007-01-31,BKNG;KMX;CMCSA;AKAM;ALB;LVS;ICE;ALGN;CF;WST;MOS;DECK;ES;TPL;IFF;PCAR;CNP;IT;GRMN;MAR;NEE;T;OKE;ETR;DOC,
2007-02-28,ALGN;ICE;CF;INCY;BKNG;AKAM;ALB;KMX;LVS;DOC;IT;TPL;WYNN;BXP;MGM;CNP;T;HAS;NEE;VTR;BG;PCAR;PSA;SPG;SYK,
2007-03-30,ICE;MA;ALGN;CF;DECK;ALB;BKNG;MGM;TPR;TPL;MOS;DLR;HAS;KMX;ON;AKAM;CI;VMC;CTRA;CNP;NEE;BXP;RL;CTSH;MTCH,
2007-04-30,CF;ICE;MA;ALGN;DECK;TTWO;BKNG;ALB;MGM;MOS;REGN;IT;TPR;BG;EQIX;AAPL;RL;ES;DLR;PWR;TPL;ON;HAS;PTC;EXPE,
2007-05-31,ALGN;MA;CF;AMZN;ICE;BKNG;REGN;MGM;TTWO;MOS;INCY;DECK;IT;EXPE;MLM;WYNN;HAS;VMC;PWR;TPR;NVR;CI;ALB;ON;PCAR,
2007-06-29,ALGN;CF;MA;AMZN;ICE;MGM;MOS;DECK;MLM;STLD;MKTX;ON;BKNG;MPWR;AAPL;CMG;NRG;IT;PWR;TPR;TTWO;WBD;TDG;CBRE;URI,
2007-07-31,CF;MA;MOS;AMZN;DECK;ALGN;MGM;ICE;AXON;MLM;NRG;BKNG;TPL;EXPE;ON;MPWR;PWR;STLD;CMI;CMG;MKTX;TDG;FCX;PCAR;EQIX,
2007-08-31,CF;^VIX;MOS;ISRG;AMZN;CMI;DECK;MPWR;GRMN;ALGN;ON;ICE;MA;MGM;TPL;TDG;EXPE;TRMB;CMG;NRG;AAPL;J;WBD;AXON;BKNG,
2007-09-28,FSLR;CF;^VIX;GRMN;ISRG;BKNG;MPWR;MOS;AMZN;ON;CMI;CMG;ALGN;AXON;DECK;WBD;MNST;TDG;EXPE;J;MGM;PWR;AAPL;TRMB;SLB,
2007-10-31,FSLR;CF;ISRG;AMZN;MPWR;CMI;MOS;CMG;FCX;AXON;BKNG;ALGN;J;DECK;AAPL;TDG;SLB;GRMN;WBD;MNST;ON;MA;EXPE;MGM;LKQ,
2007-11-30,FSLR;MOS;ISRG;CF;AMZN;^VIX;DECK;CMG;AAPL;BKNG;FCX;AXON;GRMN;J;CMI;LKQ;MA;MPWR;WBD;NVDA;MNST;EXPE;PWR;SLB;BIIB,
2007-12-31,FSLR;ISRG;MOS;CF;AMZN;CMG;BKNG;DECK;GRMN;AAPL;MA;J;LKQ;FCX;AXON;CMI;BIIB;VRSN;DE;NVDA;EXPE;TXT;NDAQ;GOOGL;GOOG,
2008-01-31,FSLR;MOS;CF;ISRG;AMZN;CMG;DECK;BKNG;AAPL;J;MA;LKQ;NVDA;^VIX;AXON;DE;CMI;GRMN;WDC;MPWR;NDAQ;OXY;FCX;APA;BG,
2008-02-29,FSLR;MOS;CF;^VIX;BKNG;ISRG;MA;DE;BG;CMG;DECK;INCY;BLK;LKQ;WDC;J;NDAQ;GLD;CPRT;AAPL;OXY;NEM;FCX;APA;CRL,
2008-03-31,MOS;FSLR;CF;ISRG;^VIX;BKNG;LKQ;WDC;EOG;GLD;NFLX;APA;DE;BG;OXY;INCY;J;DVN;CPRT;ADM;FCX;BRK-B;TTWO;CTRA;BLK,
2008-04-30,FSLR;MOS;ISRG;BKNG;NFLX;INCY;LKQ;CF;EOG;STLD;^VIX;APA;CTRA;CRM;NDAQ;WDC;CMG;GLD;MA;BLK;J;DVN;GILD;WYNN;VTR,
2008-05-30,MOS;FSLR;CF;INCY;BKNG;MA;NFLX;EOG;CRM;STLD;CTRA;LKQ;APA;VTR;TTWO;NUE;REGN;CPRT;J;OXY;GILD;DE;WELL;DVN;DOC,
2008-06-30,MOS;FSLR;MA;CF;EOG;CTRA;NFLX;CRM;APA;TTWO;CSX;BKNG;STLD;OXY;DVN;WDC;INCY;CPRT;UNP;GILD;NUE;EQT;DECK;NDSN;BLK,
2008-07-31,MOS;CF;FSLR;CTRA;MA;EOG;APA;STLD;DVN;^VIX;TTWO;OXY;HAL;WDC;ROST;CRM;CSX;EQT;FE;GLD;NDSN;NFLX;WMT;TECH;EW,
2008-08-29,CF;FSLR;MOS;ODFL;CSX;WAB;ROST;NSC;JBHT;HAS;NDSN;QCOM;WMT;UHS;UNP;BKNG;MA;EW;TTWO;STE;^VIX;TECH;TDY;WELL;TJX,
2008-09-30,WAB;TTWO;ODFL;ROST;CF;CSX;PHM;IT;JBHT;MOS;HAS;NSC;DLTR;WST;STE;NFLX;FAST;MPWR;UNP;MMC;QCOM;WMT;FFIV;TJX;GEN,
2008-10-31,^VIX;DLTR;WAB;ROST;PHM;HAS;TFC;VRTX;WMT;ESS;AMGN;WFC;GIS;GPN;PSA;UDR;EW;USB;IT;WELL;PNC;EQR;DOC;CHD;JBHT,
2008-11-28,^VIX;DLTR;STE;AMGN;GIS;VRTX;CPB;IT;WAB;EW;HAS;MCD;MPWR;CHD;WMT;KR;ROST;NSC;HSY;K;TECH;ED;GPN;GILD;MMC,
2008-12-31,^VIX;DLTR;VRTX;AMGN;GIS;BRO;EW;FFIV;WMT;MCD;STE;SHW;KR;AON;CHD;WAB;SO;AJG;CLX;HAS;ABT;ED;PCG;MMC;DVA,
2009-01-30,^VIX;DLTR;AMGN;CNC;DAL;EW;VRTX;BRO;FFIV;AZO;MCD;DGX;SHW;BMY;WRB;ORLY;AON;AJG;KR;SO;LDOS;DVA;WMT;PCG;GIS,
2009-02-27,^VIX;DLTR;VRTX;AMGN;NFLX;AZO;ABT;ORLY;PNW;WRB;EW;HSY;BMY;LDOS;GLD;ED;AWK;GIS;SJM;BRO;FFIV;AJG;ROL;PCG;DGX,
2009-03-31,^VIX;ORLY;AZO;NFLX;AMGN;MNST;DLTR;GLD;PCG;ROL;VRTX;MCD;RMD;EW;DGX;LDOS;DVA;MKTX;HSY;ED;VTRS;BAX;TYL;CLX;TSCO,
2009-04-30,^VIX;NFLX;ORLY;AZO;DLTR;MNST;TSCO;ROL;PHM;BMY;DRI;VTRS;HSY;SHW;DAL;TYL;ED;BRO;HD;UAL;CNC;MKTX;SJM;CLX;TMUS,
2009-05-29,^VIX;MNST;ORLY;NFLX;AZO;F;ALGN;DHI;CMG;DLTR;HD;DRI;BRO;CHRW;TSCO;LOW;SHW;ROL;MTCH;CLX;WBD;AMZN;MU;IRM;EW,
2009-06-30,F;^VIX;NFLX;MNST;ORLY;ICE;DRI;CMG;BKNG;WBD;DLTR;MU;GLD;AZO;VRTX;ADM;EW;MKTX;NEM;TDG;AMZN;VTRS;TYL;CHRW;YUM,
2009-07-31,BKNG;WBD;FFIV;ORLY;CMG;NFLX;MKTX;MPWR;F;ICE;AAPL;WDC;ADM;SW;AZO;BALL;SWKS;CTSH;ODFL;DRI;MU;IRM;DLTR;AMZN;MS,
2009-08-31,F;BKNG;FCX;EXPE;BG;NFLX;STX;WDC;MKTX;WBD;SW;CMG;MS;DHI;WSM;BLDR;GS;CI;HIG;LEN;TER;SWKS;COO;CBRE;GLW,
2009-09-30,BLDR;DXCM;STX;SW;LVS;CBRE;HIG;MU;WSM;WDC;ON;FCX;F;EXPE;PRU;CI;MPWR;DPZ;KMX;MS;GS;TER;STLD;BKNG;LULU,
2009-10-30,SW;BLDR;WDC;STX;F;LULU;DXCM;MU;EXPE;WSM;FCX;CBRE;KMX;LVS;AMD;SWKS;BKNG;GS;AAPL;SBUX;WBD;BX;CTSH;ON;ISRG,
2009-11-30,FITB;SW;LULU;F;STX;LVS;BX;RCL;FCX;CBRE;IP;EXPE;ULTA;BAC;BLDR;KMX;WSM;ISRG;SWKS;TPR;JBL;BKNG;COF;DD;WDC,
