,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn100_tv0.12_lb189),2548.690020319749,14.477613229347487,13.365933070834418,1.0118663531899907,1.4129513713533266,-28.220095278678826,0.5130249592135778,622.0,-6.096211401709806,-11.579201867278021,55.79147520202821
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
