,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn100_tv0.10_lb252),1078.4644253365032,10.654763662841283,11.128315910240525,0.909978410963224,1.2846212710949043,-22.96523851918314,0.4639517962742355,609.0,-4.44926713635759,-8.786731613275812,55.1768282925268
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
