,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn100_tv0.12_lb252),1769.1395642220816,12.939568473129981,13.303044270832231,0.914919006255304,1.287297159906594,-26.95707105071382,0.4800064683877198,612.0,-5.339120563629109,-10.480766757783588,55.19283085293647
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
