,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(main),1020.7858594744171,10.438991081084037,11.111985838237912,0.8937433085023285,1.2607873790170827,-22.98243881405857,0.4542159848892281,615.0,-4.136983772156535,-8.728770452028566,55.06481036965914
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
