,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn25_tv0.08_lb252),588.7636983698726,8.157790843034762,8.995418609170475,0.8719238975956075,1.2015460406928378,-19.202782996852854,0.42482336254967545,801.0,-10.334287262618576,-9.263562490251143,55.33685389662346
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
