,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn25_tv0.12_lb315),2573.145458964098,14.557202493347067,13.697898155563996,0.9924205089933922,1.467220163118931,-24.690557130373815,0.5895858249159998,570.0,-4.730342036616579,-9.823606928384866,55.19805982215037
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
