date,momentum_tickers,qv_tickers
2000-04-28,QCOM;ORCL;SWKS;NTAP;ADI;CTSH;GEN;REGN;VRSN;LRCX;INCY;AMD;ADBE;NVDA;AAPL;BIIB;TXN;GLW;KLAC;AMAT;TER;RMD;CSCO;TRMB;MU;RVTY;MCHP;APH;PWR;TECH;LH;AES;INTC;POOL;AMT;JBL;VRTX;MSI;HPQ;COO;ZBRA;APA;JKHY;CCI;EQT;DLTR;DVN;MS;DGX;DECK;PAYX;CPRT;MTD;HD;BBY;EXPD;WAT;AMGN;CHRW;SLB;TTWO;ES;INTU;EBAY;DOV;EA;NTRS;TMO;MDT;MMC;LHX;GE;ESS;ROP;C;AJG;IBM;JCI;EOG;MGM;IVZ;VLO;SBUX;SYY;FAST;SYK;TYL;GILD;NEM;GWW;DIS;BKR;NVR;DD;WMT;IPG;CTRA;SCHW;MMM;OMC,
2000-05-31,ORCL;NTAP;AMD;NVDA;VRSN;CTSH;TER;QCOM;REGN;LRCX;INCY;ADI;ADBE;AMAT;APH;GLW;MU;GEN;TXN;SWKS;TRMB;VRTX;KLAC;TECH;RMD;AAPL;DGX;CSCO;LH;BIIB;JKHY;MCHP;PWR;COO;AMT;POOL;INTC;CPRT;AMGN;CCI;WAT;HPQ;BBY;JBL;AES;EQT;RVTY;CHRW;MDT;MS;GE;ZBRA;APA;DLTR;AJG;MSI;PAYX;DECK;HD;NTRS;INTU;DIS;EOG;MMC;DVN;DOV;IVZ;ADSK;SLB;ES;GS;COST;MTD;WMT;ESS;CDNS;FAST;VTRS;GILD;VLO;C;FICO;IRM;BRO;OMC;ARE;SYY;STT;NVR;MTCH;TRV;TMO;EXPD;AVB;FDS;MGM;AIG;ADP;IEX;SYK,
2000-06-30,NVDA;VRSN;NTAP;ORCL;AMD;CTSH;ADI;MU;LRCX;GLW;VRTX;TECH;TRMB;REGN;SWKS;ADBE;TER;BIIB;AMAT;TXN;GEN;FFIV;APH;QCOM;LH;KLAC;INCY;INTC;JKHY;DGX;MCHP;CSCO;PWR;AMGN;WAT;PAYX;RVTY;AAPL;AES;MS;DLTR;POOL;JBL;CPRT;AJG;DVN;AMT;ADSK;MGM;EQT;RMD;HPQ;COO;CCI;C;NTRS;EOG;GE;MMC;TTWO;ZBRA;MTD;APA;GILD;IVZ;EA;EXPD;STT;BK;CDNS;INTU;SYY;CHRW;AXP;ADP;GS;DIS;HD;VLO;MDT;ESS;BRO;SLB;BBY;NEM;WMT;DOV;OMC;FDS;ES;MSI;AIG;FAST;IRM;WFC;NOC;AVB;IEX;FI;SYK,
2000-07-31,NVDA;NTAP;TECH;SBAC;AMD;ORCL;VRTX;MU;VRSN;TRMB;GLW;REGN;APH;ADI;DGX;ADBE;BIIB;INCY;LH;CTSH;JKHY;LRCX;AMAT;WAT;AMGN;AAPL;JBL;INTC;PWR;TER;PAYX;GEN;TXN;CSCO;SWKS;RVTY;MCHP;AJG;CCI;KLAC;IVZ;QCOM;MS;AMT;EOG;AES;HPQ;RMD;MTD;CDNS;TTWO;DVN;COO;EXPD;VLO;APA;FFIV;SYK;CPRT;DLTR;GE;UNH;UHS;DIS;SBUX;SYY;POOL;SLB;MMC;LLY;MGM;NTRS;GS;BRO;CHRW;GILD;INTU;FI;EQT;ESS;MDT;CL;EA;BAX;PFE;AVB;ES;C;STT;BK;FICO;ADP;AIG;REG;PEP;COR;WMT;HOLX;ERIE;MAA,
2000-08-31,NVDA;NTAP;VRSN;VRTX;ORCL;DGX;AMD;SBAC;TECH;GLW;LH;CTSH;REGN;TRMB;INCY;BIIB;ADI;ADBE;MU;PAYX;JBL;APH;WAT;RMD;PWR;MS;JKHY;CSCO;CDNS;IVZ;GEN;AMT;MCHP;AJG;AMAT;AES;CCI;RVTY;NTRS;FI;INTC;SBUX;GS;QCOM;AMGN;POOL;COO;AAPL;LLY;MMC;UHS;MGM;DIS;ESS;C;CHRW;TXN;STT;MDT;EQT;DLTR;SWKS;IDXX;EXPD;AVB;CB;TER;ALB;EA;SYK;INTU;BRO;GE;AIG;HOLX;FICO;MTD;BK;TRV;AXP;EOG;COR;SLB;LUV;FDS;CNP;HD;UNH;PFE;SYY;TMO;BXP;CPRT;ADP;EG;EQR;COF;RJF;WMT;SCHW,
2000-09-29,NTAP;NVDA;VRTX;GLW;REGN;ORCL;DGX;LH;SBAC;VRSN;TRMB;ADI;AMD;CTSH;TECH;INCY;PWR;JBL;APH;RVTY;JKHY;RMD;ADBE;IVZ;MS;WAT;AMAT;PAYX;BIIB;GS;UHS;MU;AES;NTRS;KLAC;CCI;CSCO;INTU;STT;MTD;CHRW;MCHP;POOL;HOLX;AJG;DLTR;AMGN;SWKS;C;DECK;INTC;CB;AAPL;FI;TER;FICO;MMC;SBUX;EOG;COF;TTWO;EQT;CDNS;SYK;TXN;GE;LRCX;CPRT;IDXX;AMT;DVN;EA;ESS;SLB;ADP;BK;TROW;UNH;TRV;EXPD;LEN;HPQ;SCHW;RJF;FDS;HIG;BRO;GEN;TMO;PHM;AIG;EG;ALB;VLO;MGM;QCOM;APA;DIS;VTRS;WBA,
2000-10-31,NVDA;NTAP;VRTX;LH;DGX;INCY;GLW;SBAC;REGN;UHS;TECH;BIIB;VRSN;ADI;ORCL;ADBE;WAT;IVZ;RVTY;AMD;BLK;UNH;AES;CB;CTSH;AJG;PAYX;JKHY;COR;APH;EG;LEN;STT;NTRS;TMO;AMT;HIG;FI;MMC;JBL;MS;TRMB;BRO;RMD;EOG;VLO;GS;POOL;CNP;TRV;SBUX;CDNS;CSGP;CAH;HUM;EQT;DECK;BK;INTU;C;COF;ESS;PHM;HOLX;SYK;SLB;AIG;LUV;TROW;RJF;VTRS;DUK;NVR;PPL;CHRW;EXC;NOC;DHI;DIS;GILD;CSCO;AMGN;CCI;MDT;WRB;AFL;HSIC;DVN;APA;WBA;IDXX;QCOM;PEP;SCHW;GE;CPRT;MGM;MTD;ADP;BEN,
2000-11-30,VRTX;SBAC;NTAP;LH;NVDA;INCY;BIIB;REGN;COR;DGX;JKHY;RVTY;WAT;GLW;BLK;TECH;IVZ;UHS;AJG;INTU;EG;ADBE;AMD;CB;ORCL;NVR;AES;APH;EOG;CAH;ADI;JBL;AMT;TMO;UNH;PAYX;WDC;LMT;BRO;LEN;HSIC;VLO;NTRS;DECK;PWR;WBA;LUV;POOL;MMC;GILD;STT;CHRW;FI;HOLX;SBUX;CCI;ESS;PPL;LHX;EQT;TRV;RJF;RMD;MTD;FAST;CNP;EXC;DUK;VRSN;PHM;HUM;CDNS;HPQ;CI;VTRS;BA;NOC;AMGN;HIG;SLB;CTSH;APA;MCK;BKR;WRB;OKE;AVB;MS;MDT;MO;ABT;CSCO;KMX;SYK;DHI;AIG;BK;PEP;TRMB;BXP,
2000-12-29,VRTX;COR;LH;DGX;SBAC;UHS;REGN;BIIB;WAT;JKHY;EG;EOG;CB;BLK;AJG;RVTY;UNH;PAYX;CAH;NVDA;HSIC;TDY;EXC;PHM;NVR;LEN;LUV;PPL;DUK;TMO;ADBE;STT;SYK;GLW;GILD;NTRS;PWR;AES;BA;LMT;RMD;TECH;POOL;HUM;WRB;ESS;BRO;CI;CNP;SBUX;TRV;CHRW;EQT;CTAS;ETR;AEP;FAST;IVZ;NEE;OKE;APH;MO;NOC;AVB;BXP;FI;HIG;DRI;DECK;WBA;WM;INCY;GD;VLO;DVA;RJF;CVS;MMC;DHI;ABT;APA;L;ALL;TAP;SYY;NTAP;AFL;PNW;MCK;XEL;SRE;NI;AMGN;D;ADI;AIG;J;LHX;EFX;BK,
2001-01-31,DGX;LH;EOG;VRTX;COR;EG;WAT;REGN;UHS;HSIC;CB;NVR;BLK;RVTY;WRB;DVA;JKHY;LEN;UNH;SBAC;BKR;MO;DHI;LUV;TDY;APA;EXC;RJF;PPL;AJG;CNP;CTRA;CAH;HUM;EQT;OKE;TMO;RMD;PHM;BIIB;VLO;DECK;IVZ;DVN;D;NI;ALL;BRO;KMX;NEE;DUK;VTR;PNC;STT;MDT;L;PAYX;ETR;ESS;LMT;SBUX;EVRG;CI;HST;POOL;STE;PNW;MTB;NOC;TRV;NTRS;XEL;PWR;AFL;TAP;BA;GD;WM;AEP;BAX;SYY;AVB;CHRW;CVS;MCK;HIG;BK;SLB;AEE;SO;BXP;FE;MTD;PFE;PEG;CTAS;TFC;J;HSY;WBA,
2001-02-28,LH;DVA;VRTX;DGX;KMX;NVDA;EOG;COR;NVR;REGN;VTR;HSIC;BLK;EG;LEN;MO;DHI;WRB;IVZ;CB;UNH;RJF;TDY;AJG;CAH;BRO;PHM;RMD;WAT;LUV;ADBE;LMT;PPL;CTRA;POOL;RVTY;TJX;OKE;UHS;L;NOC;EQT;RL;ROST;CNP;STE;ALL;BKR;TMO;JKHY;HST;MTB;ORLY;EVRG;MTD;TRV;CVS;HIG;CI;APA;PNC;MCK;ESS;DVN;J;COF;D;PGR;HUM;FI;PAYX;NI;VLO;CTAS;GD;ETR;SBUX;PWR;SHW;MCO;ATO;MU;JBHT;MAR;EXC;SYY;BIIB;IDXX;SBAC;NEE;DHR;AVB;SYK;JCI;PNW;DECK;BAX;COP;CDNS;NDSN,
2001-03-30,DVA;COR;LH;NVR;KMX;WRB;VTR;DGX;EG;MO;EOG;CAH;L;BRO;NI;PPL;CB;UNH;NOC;LMT;UHS;AJG;ALL;HIG;TRV;PHM;LEN;CNP;DHI;OKE;ETR;J;CVS;HUM;POOL;SYK;HSIC;CMS;MTB;STE;GL;D;PNC;BLK;AEP;WBA;FI;TJX;PGR;XEL;PNW;NEE;EXC;BAX;WM;DUK;AFL;TDY;FITB;RF;BA;SYY;KEY;RJF;KR;ORLY;RL;PEG;GD;ALB;TFC;RSG;EQT;ADM;EVRG;CI;DRI;HST;APA;MCK;SWK;APD;AON;CTRA;BALL;TAP;AME;BRK-B;BEN;DHR;AEE;BK;CSX;COF;FE;RTX;EMN;EMR;SJM;ATO,
2001-04-30,DVA;COR;LH;VTR;NVR;L;DGX;MO;HSIC;EG;PPL;KMX;CAH;CNP;UNH;WRB;ETR;PHM;NI;UHS;DHI;LEN;J;ALL;EXC;EOG;WM;CB;D;AJG;RSG;BLK;BRO;NVDA;LMT;OKE;DUK;PNW;SO;GL;CMS;NOC;AEP;POOL;XEL;WBA;WELL;BAX;EVRG;MTB;SYK;PNC;CVS;COO;SJM;EQT;ATO;EA;UNP;PEG;VRTX;CTRA;SYY;DOC;FICO;KR;CSX;STZ;AME;BA;KEY;HST;HSY;FE;JKHY;O;BALL;STE;AEE;DTE;UDR;RJF;SRE;ESS;REG;TJX;CI;CHRW;HUM;TRV;NEE;BIIB;MKC;EQR;TAP;APD;RL;ED;ADM;ABT,
2001-05-31,DVA;KMX;NVR;COR;VTR;HSIC;PPL;L;LEN;LH;MO;BRO;DHI;EA;DGX;J;EG;BIIB;STE;NVDA;UNH;PHM;CNP;WRB;PGR;MCK;ALL;CAH;ORLY;GILD;EVRG;NI;OKE;TJX;BA;CSX;SRE;FICO;EXC;EQT;MTB;SJM;ETR;MET;URI;DUK;RL;SYK;WM;D;SO;RJF;WELL;EOG;RF;PNC;ATO;JKHY;VLO;GL;RMD;UHS;EW;SYY;BALL;WBA;DRI;PNW;PTC;CMS;XEL;AJG;MAR;BAX;CB;CTRA;AEP;LMT;CPRT;DOC;COF;BLK;TTWO;AZO;GD;MCO;DTE;BEN;O;POOL;SNPS;TFC;UDR;PEG;MMM;HRL;APD;TSN;ROL;NEE,
2001-06-29,KMX;DVA;NVR;VTR;PPL;BIIB;COR;J;RMD;HSIC;LEN;LH;MCK;MO;L;TTWO;DHI;STE;EG;WRB;GILD;RL;DGX;PHM;ORLY;NI;FICO;FCX;EA;CSX;BRO;MTB;CNP;BA;ALL;WELL;CAH;DRI;HUM;MET;EXC;BALL;DUK;ETR;LMT;ROL;YUM;SO;EXPD;SYK;NVDA;TJX;POOL;ETN;VLO;STZ;FDS;BAX;D;UNH;SRE;EQT;HST;TMO;AEP;BEN;AJG;BLK;RJF;XEL;SJM;LOW;PEG;SWK;OKE;EVRG;PNW;MMM;SYY;UHS;URI;LUV;CAT;IVZ;PKG;EOG;DOC;STLD;WBA;HRL;CPRT;COF;RF;WM;MCO;CB;RTX;CHD;CMS;GL,
2001-07-31,KMX;VTR;DVA;NVR;PPL;STE;EG;WRB;DHI;L;LEN;FICO;HUM;HSIC;ORLY;ALL;PHM;LH;J;DGX;MO;RMD;RL;PGR;SWK;LOW;CPRT;COR;MCK;AZO;DRI;MTB;AME;TJX;CSX;SO;WELL;SRE;STZ;RF;BIIB;AEP;GL;GPC;PKG;ROP;BRO;GILD;MHK;EXC;DTE;CCL;WM;CAT;MCO;TFC;OKE;VTRS;KEY;YUM;NI;CRL;APD;TRV;CMI;ETN;XEL;MET;TTWO;BEN;PEG;ETR;UNP;HRL;NUE;BALL;URI;GD;EA;LMT;LUV;ADM;BAC;FITB;FE;PNW;ROST;UNH;D;PNC;MAS;EVRG;MMM;HST;BAX;SPG;ED;DOC;DUK;EFX,
2001-08-31,KMX;NVR;DVA;VTR;STE;ORLY;TJX;AZO;DHI;BRO;CPRT;FICO;PGR;HSIC;PKG;TTWO;DRI;LEN;MO;SWK;LOW;STZ;CCL;GPC;EG;WRB;EFX;MTB;GL;PPL;ADSK;MCK;L;YUM;CSX;MHK;LH;WM;JBHT;CAT;RF;SNPS;COR;PHM;ROST;RMD;SO;AME;HAS;HRL;KEY;J;ETN;RL;WELL;UNH;TSCO;SJM;BALL;HUM;ROP;MCO;FITB;MET;VTRS;TFC;TYL;POOL;PCAR;PH;OXY;UHS;SRE;CAH;DTE;AEP;PEG;ADM;CTRA;GD;PPG;WAB;NI;MKC;NVDA;MAS;COO;CHD;ED;LMT;EA;SYY;DD;UDR;BAC;DOC;ROL;GWW;LRCX;EXC,
2001-09-28,DVA;KMX;VTR;STE;NVR;AZO;ORLY;FICO;TJX;HSIC;ROST;COO;EFX;JBHT;PGR;COR;DHI;BRO;STZ;PKG;RMD;WRB;MHK;HRL;LEN;MTB;DRI;EG;J;WM;GL;LOW;BALL;GPC;ADM;MCK;MO;SWK;CCL;TYL;WELL;ETN;CPRT;MKC;SRE;HAS;TTWO;CHD;PSA;HUM;ADSK;RF;UHS;ROP;UNH;TFC;AME;LH;YUM;HSY;TSCO;SJM;POOL;CSX;PPL;DOC;CAT;MCO;NUE;SO;KEY;CAH;LMT;DD;ED;ROL;O;MAS;GIS;UDR;PEG;CPT;SPG;FITB;FE;PCAR;SNPS;OXY;DTE;AEP;DE;BF-B;BDX;GWW;K;HST;PPG;BIIB;WAB;WST,
2001-10-31,KMX;DVA;VTR;AZO;CPRT;ROST;ORLY;TSCO;HSIC;BALL;NVR;BRO;GPC;MHK;J;MO;PGR;SWK;TJX;RMD;WELL;STE;EG;WM;STZ;TYL;GWW;CSX;DHI;MKC;CHD;COR;ADM;COO;ETN;NUE;IFF;PKG;HRL;GD;MTB;PCAR;CAT;EFX;WRB;FE;^VIX;LOW;YUM;GL;UDR;ADSK;DOC;BDX;PSA;DD;LMT;ROK;TGT;DRI;FICO;HUBB;AME;ERIE;SO;UNH;SRE;O;BAX;RF;AOS;RSG;LH;LEN;RL;NEM;MCO;AEP;WY;BSX;VZ;MCK;PPG;ED;SYK;CL;HAS;IP;ARE;DE;CPT;AJG;TFC;BRK-B;VTRS;KIM;PNR;GIS;DTE;REG,
2001-11-30,KMX;VTR;TSCO;ROST;AZO;CPRT;MHK;IFF;RMD;YUM;BRO;BALL;NVR;FICO;ORLY;STZ;NEM;GPC;LOW;HAS;DVA;WELL;SWK;J;GWW;HOLX;PGR;WRB;SJM;HSIC;PSA;ADSK;TYL;DHI;ACGL;UDR;GEN;DOC;HRL;DRI;ADM;CSX;FE;TPR;CHD;COR;NVDA;SO;STE;ETN;BSX;CAT;WSM;ERIE;BAC;MKC;FCX;LIN;SNPS;COO;RSG;LMT;GILD;MO;SPG;MCO;POOL;OXY;PCAR;TJX;PKG;WM;NSC;O;VTRS;MTB;KLAC;DD;RF;TGT;K;NUE;MCK;AME;PPG;KIM;DGX;CPT;SHW;ROP;HUBB;WAB;BBY;LH;LEN;L;JNJ;LII;EG;FRT,
2001-12-31,KMX;TSCO;VTR;AZO;LOW;WSM;BBY;FICO;NVR;CPRT;GILD;MHK;DVA;HOLX;NVDA;BRO;EBAY;BSX;BALL;GPC;FCX;ROST;ORLY;GEN;HSIC;TYL;RMD;IFF;SWK;PSA;BKNG;DHI;BAC;UDR;WELL;J;EW;PGR;ACGL;LIN;ERIE;SNPS;ADSK;KLAC;STZ;VTRS;TJX;NUE;CSX;TTWO;POOL;MTB;HAS;ADM;DOC;TPR;PCAR;HRL;WRB;SPG;MO;MCHP;SJM;APD;ETN;CRL;EA;LMT;MCO;NSC;GWW;JBHT;NEM;URI;YUM;COO;PPG;TGT;IRM;KIM;AME;NKE;O;SNA;RF;SO;SHW;REG;MAA;FITB;CPT;FE;BAX;ROP;IDXX;MKC;WY;LII;DD;FRT,
2002-01-31,KMX;BKNG;TSCO;TYL;NVDA;BBY;VTR;AZO;WDC;WSM;LOW;MHK;GEN;ROST;FICO;HOLX;IT;EBAY;MCHP;URI;ACGL;CPRT;NVR;BSX;WELL;KLAC;TTWO;PNR;HAS;LRCX;DRI;EW;MCO;TPR;AAPL;ROP;ADSK;BRO;BALL;ISRG;STZ;SWK;IFF;TJX;YUM;DHI;GPC;GILD;PSA;HRL;UDR;FCX;EFX;J;FFIV;GWW;ORLY;DVA;MTCH;ZBRA;PGR;IBM;MSFT;VTRS;LMT;ETN;EA;BAC;APH;POOL;ERIE;CSX;ODFL;JBHT;NUE;DOC;NSC;LII;PCAR;TGT;COO;FDX;SPG;NOC;FRT;FI;SO;LEN;WAB;FAST;RMD;O;CLX;LIN;RSG;MAA;SJM;IRM;IDXX;BAX,
2002-02-28,KMX;TSCO;AZO;NVDA;BKNG;TYL;BRO;PCG;NVR;GILD;CPRT;HOLX;LOW;DRI;GPN;VTR;MHK;DHI;BALL;FICO;ROST;WSM;ACGL;FFIV;EIX;WELL;YUM;LMT;BBY;PGR;TTWO;TPR;EW;ORLY;NUE;PSA;SWK;VTRS;LEN;JBHT;GWW;GEN;NSC;GPC;AOS;STZ;SO;J;HRL;IFF;HSIC;CSX;IT;MCHP;UDR;LIN;MTCH;SJM;ERIE;BSX;DVA;COR;MCO;TJX;HAS;FE;FRT;POOL;EFX;EA;FAST;WRB;PNR;AJG;URI;NEM;ROP;STE;ABT;VLO;PHM;O;IRM;REG;ODFL;BAX;DOC;FCX;PCAR;JNJ;DECK;L;STLD;MKC;APD;NOC;FDX;CLX;PKG;BAC,
2002-03-28,KMX;TSCO;TYL;AZO;FFIV;GILD;NVR;BALL;HOLX;DRI;DHI;MHK;WSM;BKNG;BRO;GWW;VTR;NVDA;ORLY;STZ;BBY;GPN;ROST;LOW;ACGL;EFX;IFF;PGR;LEN;YUM;PHM;NEM;TTWO;WELL;PSA;PCAR;FICO;LMT;CHD;GEN;SWK;ERIE;TPR;PCG;JBHT;PNR;URI;SO;DGX;KLAC;IT;PKG;FRT;CAT;DVA;BSX;BAC;AJG;GPC;FE;FDX;LIN;SJM;ADSK;LHX;EW;WRB;GD;POOL;FAST;MTCH;WDC;O;K;UDR;SPG;NUE;VTRS;NSC;HSIC;MCO;DOC;UNH;CPRT;AME;HRL;AOS;REG;MAS;ODFL;MAA;HBAN;MGM;ROP;JNJ;APD;MKC;TJX;HD;WMT,
2002-04-30,TYL;HOLX;KMX;TSCO;FFIV;AZO;BKNG;GILD;BALL;MHK;GPN;BRO;BBY;NVR;DGX;PGR;JBHT;GEN;DLTR;TPR;IT;DHI;ROST;PNR;GWW;NEM;IFF;ACGL;VTR;PCG;BIIB;YUM;PCAR;URI;LH;LMT;WSM;STE;STZ;EFX;DRI;FICO;ORLY;COR;ERIE;ISRG;NSC;PSA;PG;JNJ;NUE;MCO;DVA;LOW;WELL;GD;ZBRA;EW;GPC;CRL;NKE;AME;LHX;KLAC;MCHP;CLX;HBAN;CHD;FI;MGM;EBAY;STLD;PKG;WDC;POOL;FRT;MTCH;TTWO;FCX;VLO;UDR;LII;MCK;ADSK;SO;O;APH;FDX;CAG;ROP;UNH;CSGP;HRL;SWK;SPG;AOS;IEX;HUBB;ODFL;BAC,
2002-05-31,TSCO;TYL;HOLX;KMX;PCG;AZO;WSM;BALL;NVR;MHK;TPR;ACGL;STZ;EIX;ROST;GPN;TTWO;HUM;LMT;DLTR;ODFL;AOS;VTR;BSX;FFIV;DHI;PG;MCHP;NEM;PNR;DGX;BRO;GILD;JBHT;ERIE;MCK;PSA;FRT;PGR;DVA;ISRG;HBAN;POOL;CLX;MCO;K;LOW;IFF;WRB;SHW;DRI;COR;IT;EFX;DECK;GWW;YUM;PKG;AME;BLK;TJX;PCAR;LH;AJG;UDR;ORLY;TDY;LII;HAS;SPG;NKE;UNH;BAC;SWK;BBY;CRL;ALB;NOC;BF-B;JNJ;URI;CCL;MGM;WELL;SJM;REG;KEY;FICO;IRM;LHX;ZBRA;GD;EW;FITB;GPC;STE;FAST;O;ROK;MKC,
2002-06-28,TSCO;HOLX;AZO;MHK;PCG;AOS;WSM;TYL;ACGL;NVR;BALL;MCHP;ROST;BRO;KMX;DHI;EIX;LII;UNH;LMT;BSX;DLTR;VTR;HUM;STZ;SHW;ISRG;AME;WRB;MCO;K;NEM;LEN;GPN;ALB;FRT;TPR;LH;YUM;NOC;PG;DGX;PSA;MNST;COR;PGR;JBHT;EFX;NUE;STLD;CLX;HBAN;PCAR;AJG;CHD;TAP;GPC;PNR;O;SPG;FDX;HUBB;TTWO;DRI;GD;LOW;MKC;SJM;WELL;GILD;BAC;ORLY;ARE;REG;DOC;IFF;ODFL;PHM;DE;ERIE;IT;JNJ;CAG;ROK;LHX;MOS;UDR;DVA;UHS;PLD;GWW;POOL;TJX;PKG;HSIC;BF-B;ZBRA;INTU;SO;NKE,
2002-07-31,TSCO;TYL;NVR;HOLX;AZO;LMT;BALL;AXON;WTW;LII;MHK;AOS;DHI;ROST;ACGL;BSX;TSN;WSM;JBHT;NOC;GEN;STZ;BRO;LEN;PNR;UNH;FRT;PG;MCO;FDX;ALB;DLTR;EIX;HUM;CAG;ODFL;ROK;GD;WRB;SHW;WELL;MDLZ;^VIX;FIS;VTR;LHX;O;TPR;PCG;SJM;NUE;FCX;SPG;ARE;YUM;MCHP;KO;PSA;MNST;DRI;CHD;IFF;REG;DE;BLK;FAST;KMX;NKE;PCAR;HBAN;DOC;ERIE;PGR;INTU;NEM;PLD;K;CTSH;DVA;PHM;UNP;HSIC;TDY;AJG;STLD;NSC;POOL;COR;SO;IP;MOS;PPG;MKC;EA;CHRW;AVY;APA;SNA;PKG;CLX,
2002-08-30,TSCO;^VIX;LII;TYL;BALL;WTW;NVR;ACGL;HOLX;LMT;AOS;BSX;ROST;MCO;ALB;ODFL;AZO;NOC;FRT;DOC;STLD;NEM;STZ;SPG;PG;UNH;PSA;VTR;HUM;REG;ZBH;SO;WELL;GEN;CTSH;WRB;WDC;HSY;TAP;ERIE;CRL;SHW;SJM;CAG;YUM;CHD;MDLZ;FCX;O;PLD;K;INTU;TSN;WEC;UDR;HSIC;IDXX;AVY;AEE;ZBRA;ECL;TDY;TPR;PNR;BRO;KO;FDX;GWW;AMZN;UPS;ACN;ARE;LIN;PGR;DRI;RF;COR;ED;WFC;MO;MMM;FE;CLX;HBAN;ETR;ROK;J;MKC;ATO;DHI;FAST;ALL;MGM;NUE;GILD;PHM;DLTR;HUBB;WSM;MNST,
2002-09-30,TSCO;HOLX;BALL;AOS;NVR;^VIX;WTW;LMT;ACGL;LII;AZO;NOC;ALB;BSX;AMZN;HSIC;WSM;TPR;MCO;ZBH;ODFL;CTSH;BG;SJM;GEN;YUM;DRI;NEM;DOC;SO;FCX;TAP;REG;TTWO;UNH;DHI;SPG;STZ;BRO;WRB;APA;PHM;UDR;MDLZ;AVY;LEN;O;FRT;TSN;CAG;ROST;PGR;SHW;RF;MGM;HSY;WELL;PLD;LIN;TDY;PG;CLX;CHD;OKE;ERIE;IDXX;SNA;COR;MHK;PNR;UNP;EMN;UPS;MMM;BAC;FDX;INTU;TYL;AEE;ROK;FE;VTR;J;ETR;MTB;APD;WFC;WDC;AME;MO;ZBRA;WEC;ARE;FITB;ALL;MOS;HUM;HUBB;HBAN;GWW,
2002-10-31,TTWO;TSCO;CTSH;AMZN;HOLX;TPR;NVR;AOS;ODFL;WDC;JBHT;BALL;WSM;MGM;BSX;ACGL;RCL;LII;AZO;TYL;LEN;APA;DVN;WTW;EA;ALB;YUM;ZBRA;GEN;MCO;SPG;FDX;LMT;SJM;UNH;BG;ZBH;NSC;SBUX;HSIC;FRT;REG;TAP;STE;INTU;IFF;IDXX;PLD;STLD;OXY;UNP;UPS;SPGI;HST;FICO;ROL;O;PG;CHD;DHI;MOS;DOC;LIN;POOL;ECL;DRI;EOG;MHK;AVY;PHM;MCHP;K;VTR;GRMN;DHR;PNR;CTRA;EXPD;SO;^VIX;DE;DVA;FCX;LOW;TECH;EQT;MMM;RSG;UDR;MNST;ROK;NOC;TPL;OKE;WAB;ETR;WELL;NEM;GILD;CRL,
