,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn25_tv0.12_lb252),1784.9471205726034,12.977579026625818,13.299286336593616,0.9177089661010486,1.2823381993529765,-27.42100645696304,0.473271433234735,617.0,-10.334287262618576,-10.496304939462043,55.400864138262115
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
