,Total Return %,Ann Return %,Ann Vol %,Sharpe,Sortino,Max Drawdown %,Calmar,Max Recovery Days,Worst Day %,Worst Month %,Hit Ratio %
Strategy(sens_tn25_tv0.10_lb189),1960.793250668669,13.060354384464446,11.103771334349,1.1057639572391642,1.5842181299992764,-24.89937542135089,0.5245253811975285,714.0,-3.701732608252733,-9.395080398730272,55.648867057518615
Benchmark(QQQ),1089.483454871564,14.109046523747914,27.072842762050325,0.48764337044424666,0.6995371167457748,-82.96390854198178,0.1700624617583969,3747.0,-11.978775645712025,-26.205325036477657,54.73977695167286
